application_id,customer_id,dealer_code,vin,product_type,requested_amount,application_date,channel,credit_decision,approved_amount,decision_date
APP000216,C000244,D0021,2TVKS8P38AWLY0245,LEASE,19384,2024-12-24,BRANCH,DECLINED,0,2024-12-31
APP000217,C000073,D0022,2TJ07EB503SPX0192,LOAN,49710,2023-09-07,ONLINE,APPROVED,49710,2023-09-15
APP000218,C000204,D0022,2TJXRSS87BX9G0100,LEASE,52828,2024-07-28,DEALER,APPROVED,52828,2024-08-03
APP000219,C000155,D0058,2TE51NUK0D7SR0137,LOAN,45322,2023-06-16,ONLINE,APPROVED,45322,2023-06-22
APP000220,C000070,D0021,2TXNNHVDN9VS10249,LEASE,66359,2025-09-15,BRANCH,APPROVED,66359,2025-09-16
APP000221,C000076,D0002,2T3F06K51L5XG0015,LEASE,24441,2024-09-02,ONLINE,APPROVED,24441,2024-09-07
APP000222,C000073,D0011,2TJXBHDX70KX10301,LOAN,44709,2024-02-10,BRANCH,APPROVED,44709,2024-02-17
APP000223,C000157,D0054,2TVXC9DJ8EEJK0018,LOAN,36404,2024-10-25,BRANCH,APPROVED,36404,2024-10-28
APP000224,C000249,D0023,2TF3YE82D32KF0174,LOAN,38613,2024-04-26,ONLINE,APPROVED,38613,2024-04-29
APP000225,C000067,D0015,2TDBDR7CCRRKJ0123,LEASE,71928,2023-08-25,ONLINE,APPROVED,71928,2023-09-01
APP000226,C000075,D0032,2T3ECNCPR8AZF0013,LEASE,65170,2025-03-21,BRANCH,APPROVED,65170,2025-03-24
APP000227,C000002,D0059,2TVU091LNTYNX0322,LEASE,50142,2025-03-24,ONLINE,APPROVED,50142,2025-03-26
APP000228,C000155,D0042,2T92PMHC1GPNW0344,LOAN,44199,2024-08-07,BRANCH,APPROVED,44199,2024-08-12
APP000229,C000161,D0015,2TTP9BWAPMYP80291,LEASE,57456,2025-01-09,BRANCH,APPROVED,57456,2025-01-15
APP000230,C000193,D0011,2T7VSEGABDAUA0252,LEASE,54440,2025-07-26,ONLINE,DECLINED,0,2025-08-02
APP000231,C000014,D0024,2TN40EU3BWCHW0111,LOAN,21372,2026-03-09,ONLINE,DECLINED,0,2026-03-17
APP000232,C000191,D0044,2T7MAHFS6UUB70016,LOAN,56727,2024-02-24,BRANCH,APPROVED,56727,2024-02-27
APP000233,C000097,D0002,2T8463MACEUV70020,LOAN,59434,2024-03-17,ONLINE,APPROVED,59434,2024-03-18
APP000234,C000061,D0045,2TAC48RDV0F060230,LEASE,27325,2024-07-10,BRANCH,DECLINED,0,2024-07-13
APP000235,C000186,D0036,2TKXZ3M206ZVK0277,LEASE,39331,2025-02-03,BRANCH,APPROVED,39331,2025-02-12
APP000236,C000023,D0039,2TJYZ65LCY9KY0130,LOAN,43292,2025-04-15,BRANCH,APPROVED,43292,2025-04-18
APP000237,C000021,D0053,2TH9CGATLRY8H0215,LEASE,40975,2024-02-26,BRANCH,DECLINED,0,2024-03-03
APP000238,C000169,D0053,2TRZ3GR6KNA9G0202,LEASE,49283,2026-01-28,DEALER,DECLINED,0,2026-01-30
APP000239,C000078,D0053,2TGNBBBVHPMEE0108,LEASE,41615,2024-09-19,ONLINE,APPROVED,41615,2024-09-21
APP000240,C000104,D0001,2TWY10PW47C8C0306,LEASE,58357,2025-05-14,ONLINE,DECLINED,0,2025-05-20
APP000241,C000221,D0052,2TG4Z8B1C8F7T0197,LOAN,46037,2023-03-05,DEALER,APPROVED,46037,2023-03-09
APP000242,C000087,D0016,2T7CXW5P3GAJB0310,LEASE,64089,2023-07-12,DEALER,APPROVED,64089,2023-07-21
APP000243,C000145,D0025,2TDTH8M5VLCVY0275,LEASE,60687,2024-01-07,DEALER,APPROVED,60687,2024-01-10
APP000244,C000064,D0001,2TM1CWMRY8R5H0199,LOAN,46866,2023-06-07,DEALER,APPROVED,46866,2023-06-10
APP000245,C000145,D0002,2T804B0G37CU40225,LEASE,54662,2023-09-28,DEALER,APPROVED,54662,2023-09-30
APP000246,C000092,D0031,2T9SJHBLFMN500206,LEASE,58561,2023-06-28,ONLINE,APPROVED,58561,2023-06-30
APP000247,C000144,D0003,2TNKWJ2A0D9AH0119,LEASE,22592,2024-01-15,BRANCH,APPROVED,22592,2024-01-24
APP000248,C000036,D0021,2T7PN777PGM1E0125,LOAN,68179,2023-01-19,BRANCH,APPROVED,68179,2023-01-22
APP000249,C000018,D0031,2TELS30RT3D4C0263,LEASE,64841,2025-11-10,ONLINE,APPROVED,64841,2025-11-11
APP000250,C000101,D0029,2TRJ793LSV8E40311,LOAN,39489,2024-01-30,ONLINE,APPROVED,39489,2024-02-01
APP000251,C000199,D0010,2TC0U2U6YWXW70329,LEASE,73435,2026-02-24,ONLINE,APPROVED,73435,2026-03-05
APP000252,C000036,D0031,2TF8YETUUV9RX0173,LEASE,52616,2026-05-12,DEALER,APPROVED,52616,2026-05-16
APP000253,C000212,D0022,2T3UT4NJVN0XP0266,LEASE,27572,2024-12-14,BRANCH,DECLINED,0,2024-12-23
APP000254,C000225,D0019,2TSPYM80S27U60327,LEASE,62365,2023-12-22,DEALER,APPROVED,62365,2023-12-27
APP000255,C000209,D0036,2TAENT86U93NU0202,LOAN,39678,2023-05-28,ONLINE,APPROVED,39678,2023-06-05
APP000256,C000100,D0021,2TJMH0DCEUGUJ0062,LOAN,43650,2026-05-04,BRANCH,APPROVED,43650,2026-05-11
APP000257,C000146,D0004,2THYUV4SRRUZS0006,LOAN,58273,2024-02-24,DEALER,APPROVED,58273,2024-03-04
APP000258,C000044,D0052,2TPBLFU8HGS3R0197,LOAN,29409,2026-04-11,ONLINE,APPROVED,29409,2026-04-14
APP000259,C000028,D0001,2TW415PRGF3550123,LOAN,33315,2023-12-22,BRANCH,DECLINED,0,2023-12-29
APP000260,C000070,D0014,2T84YXB8915P00345,LOAN,65138,2025-02-17,BRANCH,APPROVED,65138,2025-02-19
APP000261,C000097,D0011,2TPPXZ2USVR170207,LOAN,59779,2026-05-15,BRANCH,DECLINED,0,2026-05-19
APP000262,C000006,D0025,2TZ01B8454F4T0293,LEASE,67435,2023-05-13,DEALER,APPROVED,67435,2023-05-18
APP000263,C000123,D0011,2TRNC10DRFLFD0087,LEASE,32030,2025-01-20,DEALER,DECLINED,0,2025-01-29
APP000264,C000037,D0055,2TUMR3WLERFDM0224,LEASE,34212,2024-06-06,BRANCH,APPROVED,34212,2024-06-14
APP000265,C000005,D0052,2TEEGUMH60MKM0101,LOAN,30482,2025-05-16,DEALER,DECLINED,0,2025-05-22
APP000266,C000209,D0002,2T9D2JLD7KJS00257,LEASE,48636,2023-12-18,ONLINE,APPROVED,48636,2023-12-22
APP000267,C000183,D0016,2TCE1JAV682260083,LEASE,22200,2025-07-20,BRANCH,APPROVED,22200,2025-07-27
APP000268,C000043,D0033,2TJCPE0WH311W0256,LEASE,41717,2024-05-29,DEALER,APPROVED,41717,2024-06-04
APP000269,C000056,D0028,2TK5JW2SKBR5T0327,LEASE,16051,2025-09-24,ONLINE,APPROVED,16051,2025-10-02
APP000270,C000119,D0009,2TDSKGV0DZ6140213,LOAN,28414,2025-08-10,BRANCH,APPROVED,28414,2025-08-15
APP000271,C000123,D0003,2TEZYNW9LAGKU0246,LOAN,51150,2024-12-27,DEALER,DECLINED,0,2025-01-05
APP000272,C000007,D0029,2TY6ZXV0DH5840207,LOAN,39331,2024-03-23,BRANCH,APPROVED,39331,2024-04-01
APP000273,C000239,D0053,2TY5UKKNF1U2R0194,LOAN,25048,2026-03-05,DEALER,APPROVED,25048,2026-03-10
APP000274,C000108,D0037,2T3K4TPAELCT70100,LOAN,27746,2023-01-25,DEALER,DECLINED,0,2023-02-02
APP000275,C000030,D0006,2T6Y07TYXKUSR0343,LOAN,47340,2023-12-06,ONLINE,DECLINED,0,2023-12-14
APP000276,C000077,D0032,2TDWTGKRRS6KG0208,LEASE,48347,2024-07-11,ONLINE,APPROVED,48347,2024-07-18
APP000277,C000021,D0016,2T7EXD424K37B0084,LEASE,34600,2025-05-08,ONLINE,APPROVED,34600,2025-05-10
APP000278,C000126,D0060,2TP24SVSLYLX10203,LOAN,72613,2024-09-22,DEALER,APPROVED,72613,2024-09-24
APP000279,C000039,D0035,2T8FKDA7MCJV00220,LEASE,15556,2023-06-18,BRANCH,DECLINED,0,2023-06-20
APP000280,C000085,D0007,2TFCANL28GUVE0020,LEASE,35300,2023-03-24,DEALER,APPROVED,35300,2023-03-26
APP000281,C000041,D0042,2TG8RVC2YL75Z0264,LEASE,32038,2025-08-04,ONLINE,APPROVED,32038,2025-08-11
APP000282,C000204,D0055,2TXPS6KKCFDHK0159,LOAN,30409,2025-05-06,ONLINE,DECLINED,0,2025-05-09
APP000283,C000198,D0022,2TS743HWP7C0L0164,LEASE,33512,2023-11-02,DEALER,APPROVED,33512,2023-11-08
APP000284,C000219,D0052,2T1M862X5JX4X0130,LOAN,70123,2023-05-16,DEALER,APPROVED,70123,2023-05-19
APP000285,C000225,D0022,2TCJS98UNM3CA0076,LEASE,46909,2024-05-28,BRANCH,APPROVED,46909,2024-06-03
APP000286,C000124,D0050,2TNPKY9U2N4C60257,LEASE,21854,2025-02-02,BRANCH,APPROVED,21854,2025-02-10
APP000287,C000105,D0038,2TE736RXR5TWC0322,LOAN,16174,2023-04-02,BRANCH,APPROVED,16174,2023-04-07
APP000288,C000059,D0003,2T5S2A4DEU3B90114,LEASE,49782,2025-03-19,BRANCH,APPROVED,49782,2025-03-20
APP000289,C000137,D0043,2TVHS1YMNA4FY0283,LOAN,28986,2025-10-14,ONLINE,DECLINED,0,2025-10-15
APP000290,C000188,D0017,2TVT3L4PL0GVW0087,LOAN,64113,2023-07-23,DEALER,APPROVED,64113,2023-07-26
APP000291,C000245,D0016,2TUMH5YH969H70034,LEASE,15218,2023-09-06,DEALER,DECLINED,0,2023-09-12
APP000292,C000207,D0013,2TTBFELKYLN7Z0280,LOAN,40420,2023-07-08,ONLINE,APPROVED,40420,2023-07-15
APP000293,C000199,D0052,2TPLN7ER861X00207,LOAN,48581,2025-06-04,DEALER,APPROVED,48581,2025-06-05
APP000294,C000091,D0002,2T0Y3AX6FJGHJ0341,LEASE,52417,2025-07-16,ONLINE,APPROVED,52417,2025-07-25
APP000295,C000031,D0040,2TXSW4VCGDWJT0017,LEASE,37328,2026-02-03,DEALER,APPROVED,37328,2026-02-08
APP000296,C000250,D0034,2TE8WW3BBVXMF0187,LOAN,19875,2024-11-27,BRANCH,DECLINED,0,2024-11-29
APP000297,C000197,D0022,2THMPFRDUWFWW0163,LOAN,32314,2025-01-12,ONLINE,APPROVED,32314,2025-01-13
APP000298,C000024,D0043,2TUDJEGAG7C700171,LEASE,42536,2024-09-30,BRANCH,DECLINED,0,2024-10-02
APP000299,C000230,D0051,2TFYLMGB7PJL90127,LOAN,51778,2024-06-25,ONLINE,APPROVED,51778,2024-06-26
APP000300,C000204,D0047,2T8SD4P1NVZJ20097,LEASE,52794,2025-12-07,BRANCH,DECLINED,0,2025-12-12
