payment_id,contract_number,payment_date,payment_amount,payment_method
PMT0000951,CTR000058,2026-04-03,1043.63,ONLINE_BANKING
PMT0000952,CTR000058,2026-05-01,1043.63,ONLINE_BANKING
PMT0000953,CTR000059,2025-05-16,878.58,PRE_AUTHORIZED
PMT0000954,CTR000059,2025-06-03,878.58,ONLINE_BANKING
PMT0000955,CTR000059,2025-07-06,878.58,CHEQUE
PMT0000956,CTR000059,2025-08-01,878.58,PRE_AUTHORIZED
PMT0000957,CTR000059,2025-09-02,878.58,CHEQUE
PMT0000958,CTR000059,2025-10-04,878.58,ONLINE_BANKING
PMT0000959,CTR000059,2025-11-04,878.58,PRE_AUTHORIZED
PMT0000960,CTR000059,2025-12-02,878.58,ONLINE_BANKING
PMT0000961,CTR000059,2026-01-04,878.58,PRE_AUTHORIZED
PMT0000962,CTR000059,2026-02-05,878.58,CHEQUE
PMT0000963,CTR000059,2026-03-06,878.58,ONLINE_BANKING
PMT0000964,CTR000059,2026-04-04,878.58,CHEQUE
PMT0000965,CTR000059,2026-05-05,878.58,PRE_AUTHORIZED
PMT0000966,CTR000060,2024-11-07,1336.35,PRE_AUTHORIZED
PMT0000967,CTR000060,2024-12-05,1336.35,ONLINE_BANKING
PMT0000968,CTR000060,2025-01-01,1336.35,ONLINE_BANKING
PMT0000969,CTR000060,2025-02-06,1336.35,CHEQUE
PMT0000970,CTR000060,2025-03-01,1336.35,PRE_AUTHORIZED
PMT0000971,CTR000060,2025-04-03,1336.35,PRE_AUTHORIZED
PMT0000972,CTR000060,2025-05-04,1336.35,PRE_AUTHORIZED
PMT0000973,CTR000060,2025-06-06,1336.35,PRE_AUTHORIZED
PMT0000974,CTR000060,2025-07-04,1336.35,PRE_AUTHORIZED
PMT0000975,CTR000060,2025-08-01,1336.35,CHEQUE
PMT0000976,CTR000060,2025-09-04,1336.35,PRE_AUTHORIZED
PMT0000977,CTR000060,2025-10-02,1336.35,PRE_AUTHORIZED
PMT0000978,CTR000060,2025-11-01,1336.35,ONLINE_BANKING
PMT0000979,CTR000060,2025-12-06,1336.35,PRE_AUTHORIZED
PMT0000980,CTR000060,2026-01-03,1336.35,CHEQUE
PMT0000981,CTR000060,2026-02-06,1336.35,PRE_AUTHORIZED
PMT0000982,CTR000060,2026-03-05,1336.35,ONLINE_BANKING
PMT0000983,CTR000060,2026-04-03,1336.35,CHEQUE
PMT0000984,CTR000060,2026-05-06,1336.35,PRE_AUTHORIZED
PMT0000985,CTR000061,2026-01-16,559.67,ONLINE_BANKING
PMT0000986,CTR000061,2026-02-03,559.67,ONLINE_BANKING
PMT0000987,CTR000061,2026-03-01,559.67,ONLINE_BANKING
PMT0000988,CTR000061,2026-04-01,559.67,CHEQUE
PMT0000989,CTR000061,2026-05-05,559.67,PRE_AUTHORIZED
PMT0000990,CTR000062,2023-07-05,364.96,PRE_AUTHORIZED
PMT0000991,CTR000062,2023-07-01,364.96,PRE_AUTHORIZED
PMT0000992,CTR000062,2023-08-05,364.96,CHEQUE
PMT0000993,CTR000062,2023-09-02,364.96,CHEQUE
PMT0000994,CTR000062,2023-10-04,364.96,ONLINE_BANKING
PMT0000995,CTR000062,2023-11-06,364.96,ONLINE_BANKING
PMT0000996,CTR000062,2023-12-05,364.96,PRE_AUTHORIZED
PMT0000997,CTR000062,2024-01-02,364.96,ONLINE_BANKING
PMT0000998,CTR000062,2024-02-04,364.96,ONLINE_BANKING
PMT0000999,CTR000062,2024-03-04,364.96,PRE_AUTHORIZED
PMT0001000,CTR000062,2024-04-04,364.96,PRE_AUTHORIZED
PMT0001001,CTR000062,2024-05-02,364.96,CHEQUE
PMT0001002,CTR000062,2024-06-03,364.96,CHEQUE
PMT0001003,CTR000062,2024-07-05,364.96,ONLINE_BANKING
PMT0001004,CTR000062,2024-08-03,364.96,PRE_AUTHORIZED
PMT0001005,CTR000062,2024-09-06,364.96,ONLINE_BANKING
PMT0001006,CTR000062,2024-10-02,364.96,CHEQUE
PMT0001007,CTR000062,2024-11-01,364.96,ONLINE_BANKING
PMT0001008,CTR000062,2024-12-03,364.96,CHEQUE
PMT0001009,CTR000062,2025-01-04,364.96,CHEQUE
PMT0001010,CTR000062,2025-02-01,364.96,ONLINE_BANKING
PMT0001011,CTR000062,2025-03-02,364.96,PRE_AUTHORIZED
PMT0001012,CTR000062,2025-04-06,364.96,PRE_AUTHORIZED
PMT0001013,CTR000062,2025-05-05,364.96,ONLINE_BANKING
PMT0001014,CTR000063,2024-10-28,906.38,CHEQUE
PMT0001015,CTR000063,2024-11-01,906.38,PRE_AUTHORIZED
PMT0001016,CTR000063,2024-12-01,906.38,PRE_AUTHORIZED
PMT0001017,CTR000063,2025-01-05,906.38,ONLINE_BANKING
PMT0001018,CTR000063,2025-02-06,906.38,PRE_AUTHORIZED
PMT0001019,CTR000063,2025-03-03,906.38,CHEQUE
PMT0001020,CTR000063,2025-04-06,906.38,ONLINE_BANKING
PMT0001021,CTR000063,2025-05-02,906.38,PRE_AUTHORIZED
PMT0001022,CTR000063,2025-06-04,906.38,CHEQUE
PMT0001023,CTR000063,2025-07-02,906.38,ONLINE_BANKING
PMT0001024,CTR000063,2025-08-03,906.38,CHEQUE
PMT0001025,CTR000063,2025-09-06,906.38,PRE_AUTHORIZED
PMT0001026,CTR000063,2025-10-01,906.38,CHEQUE
PMT0001027,CTR000063,2025-11-04,906.38,ONLINE_BANKING
PMT0001028,CTR000063,2025-12-05,906.38,ONLINE_BANKING
PMT0001029,CTR000063,2026-01-01,906.38,PRE_AUTHORIZED
PMT0001030,CTR000063,2026-02-04,906.38,CHEQUE
PMT0001031,CTR000063,2026-03-01,906.38,ONLINE_BANKING
PMT0001032,CTR000063,2026-04-02,906.38,CHEQUE
PMT0001033,CTR000063,2026-05-03,906.38,CHEQUE
PMT0001034,CTR000064,2025-02-25,266.49,ONLINE_BANKING
PMT0001035,CTR000064,2025-03-04,266.49,CHEQUE
PMT0001036,CTR000064,2025-04-02,266.49,ONLINE_BANKING
PMT0001037,CTR000064,2025-05-01,266.49,ONLINE_BANKING
PMT0001038,CTR000064,2025-06-05,266.49,CHEQUE
PMT0001039,CTR000064,2025-07-01,266.49,PRE_AUTHORIZED
PMT0001040,CTR000064,2025-08-01,266.49,PRE_AUTHORIZED
PMT0001041,CTR000064,2025-09-03,266.49,CHEQUE
PMT0001042,CTR000064,2025-10-03,266.49,CHEQUE
PMT0001043,CTR000064,2025-11-05,266.49,PRE_AUTHORIZED
PMT0001044,CTR000064,2025-12-02,266.49,PRE_AUTHORIZED
PMT0001045,CTR000064,2026-01-04,266.49,PRE_AUTHORIZED
PMT0001046,CTR000064,2026-02-06,266.49,ONLINE_BANKING
PMT0001047,CTR000064,2026-03-03,266.49,CHEQUE
PMT0001048,CTR000064,2026-04-01,266.49,PRE_AUTHORIZED
PMT0001049,CTR000064,2026-05-03,266.49,CHEQUE
PMT0001050,CTR000065,2023-09-19,717.43,ONLINE_BANKING
PMT0001051,CTR000065,2023-10-03,717.43,PRE_AUTHORIZED
PMT0001052,CTR000065,2023-11-01,717.43,PRE_AUTHORIZED
PMT0001053,CTR000065,2023-12-05,717.43,CHEQUE
PMT0001054,CTR000065,2024-01-04,717.43,CHEQUE
PMT0001055,CTR000065,2024-02-05,717.43,PRE_AUTHORIZED
PMT0001056,CTR000065,2024-03-06,717.43,ONLINE_BANKING
PMT0001057,CTR000065,2024-04-01,717.43,CHEQUE
PMT0001058,CTR000065,2024-05-04,717.43,CHEQUE
PMT0001059,CTR000065,2024-06-06,717.43,PRE_AUTHORIZED
PMT0001060,CTR000065,2024-07-02,717.43,CHEQUE
PMT0001061,CTR000065,2024-08-03,717.43,ONLINE_BANKING
PMT0001062,CTR000065,2024-09-03,717.43,PRE_AUTHORIZED
PMT0001063,CTR000065,2024-10-04,717.43,ONLINE_BANKING
PMT0001064,CTR000065,2024-11-02,717.43,ONLINE_BANKING
PMT0001065,CTR000065,2024-12-02,717.43,PRE_AUTHORIZED
PMT0001066,CTR000065,2025-01-01,717.43,PRE_AUTHORIZED
PMT0001067,CTR000065,2025-02-04,717.43,ONLINE_BANKING
PMT0001068,CTR000065,2025-03-04,717.43,PRE_AUTHORIZED
PMT0001069,CTR000065,2025-04-04,717.43,CHEQUE
PMT0001070,CTR000065,2025-05-05,717.43,PRE_AUTHORIZED
PMT0001071,CTR000065,2025-06-06,717.43,CHEQUE
PMT0001072,CTR000065,2025-07-02,717.43,PRE_AUTHORIZED
PMT0001073,CTR000065,2025-08-03,717.43,ONLINE_BANKING
PMT0001074,CTR000066,2023-12-13,1931.39,ONLINE_BANKING
PMT0001075,CTR000066,2024-01-01,1931.39,ONLINE_BANKING
PMT0001076,CTR000066,2024-02-06,1931.39,CHEQUE
PMT0001077,CTR000066,2024-03-04,1931.39,CHEQUE
PMT0001078,CTR000066,2024-04-01,1931.39,PRE_AUTHORIZED
PMT0001079,CTR000066,2024-05-01,1931.39,PRE_AUTHORIZED
PMT0001080,CTR000066,2024-06-04,1931.39,PRE_AUTHORIZED
PMT0001081,CTR000066,2024-07-05,1931.39,PRE_AUTHORIZED
PMT0001082,CTR000066,2024-08-06,1931.39,ONLINE_BANKING
PMT0001083,CTR000066,2024-09-04,1931.39,ONLINE_BANKING
PMT0001084,CTR000066,2024-10-05,1931.39,CHEQUE
PMT0001085,CTR000066,2024-11-05,1931.39,ONLINE_BANKING
PMT0001086,CTR000066,2024-12-05,1931.39,PRE_AUTHORIZED
PMT0001087,CTR000066,2025-01-05,1931.39,CHEQUE
PMT0001088,CTR000066,2025-02-04,1931.39,ONLINE_BANKING
PMT0001089,CTR000066,2025-03-01,1931.39,PRE_AUTHORIZED
PMT0001090,CTR000066,2025-04-02,1931.39,ONLINE_BANKING
PMT0001091,CTR000066,2025-05-02,1931.39,PRE_AUTHORIZED
PMT0001092,CTR000066,2025-06-02,1931.39,ONLINE_BANKING
PMT0001093,CTR000066,2025-07-05,1931.39,PRE_AUTHORIZED
PMT0001094,CTR000066,2025-08-04,1931.39,PRE_AUTHORIZED
PMT0001095,CTR000066,2025-09-02,1931.39,PRE_AUTHORIZED
PMT0001096,CTR000066,2025-10-01,1931.39,PRE_AUTHORIZED
PMT0001097,CTR000066,2025-11-02,1931.39,PRE_AUTHORIZED
PMT0001098,CTR000067,2025-08-26,540.09,PRE_AUTHORIZED
PMT0001099,CTR000067,2025-09-05,540.09,CHEQUE
PMT0001100,CTR000067,2025-10-01,540.09,ONLINE_BANKING
PMT0001101,CTR000067,2025-11-05,540.09,PRE_AUTHORIZED
PMT0001102,CTR000067,2025-12-04,540.09,CHEQUE
PMT0001103,CTR000067,2026-01-05,540.09,PRE_AUTHORIZED
PMT0001104,CTR000067,2026-02-01,540.09,CHEQUE
PMT0001105,CTR000067,2026-03-05,540.09,ONLINE_BANKING
PMT0001106,CTR000067,2026-04-05,540.09,PRE_AUTHORIZED
PMT0001107,CTR000067,2026-05-03,540.09,CHEQUE
PMT0001108,CTR000068,2023-08-20,464.75,CHEQUE
PMT0001109,CTR000068,2023-09-06,464.75,PRE_AUTHORIZED
PMT0001110,CTR000068,2023-10-03,464.75,PRE_AUTHORIZED
PMT0001111,CTR000068,2023-11-06,464.75,CHEQUE
PMT0001112,CTR000068,2023-12-01,464.75,CHEQUE
PMT0001113,CTR000068,2024-01-05,464.75,PRE_AUTHORIZED
PMT0001114,CTR000068,2024-02-05,464.75,ONLINE_BANKING
PMT0001115,CTR000068,2024-03-05,464.75,ONLINE_BANKING
PMT0001116,CTR000068,2024-04-03,464.75,PRE_AUTHORIZED
PMT0001117,CTR000068,2024-05-05,464.75,PRE_AUTHORIZED
PMT0001118,CTR000068,2024-06-04,464.75,PRE_AUTHORIZED
PMT0001119,CTR000068,2024-07-05,464.75,PRE_AUTHORIZED
PMT0001120,CTR000068,2024-08-05,464.75,PRE_AUTHORIZED
PMT0001121,CTR000068,2024-09-02,464.75,PRE_AUTHORIZED
PMT0001122,CTR000068,2024-10-02,464.75,PRE_AUTHORIZED
PMT0001123,CTR000068,2024-11-03,464.75,ONLINE_BANKING
PMT0001124,CTR000068,2024-12-03,464.75,CHEQUE
PMT0001125,CTR000068,2025-01-02,464.75,CHEQUE
PMT0001126,CTR000068,2025-02-06,464.75,PRE_AUTHORIZED
PMT0001127,CTR000068,2025-03-05,464.75,CHEQUE
PMT0001128,CTR000068,2025-04-06,464.75,PRE_AUTHORIZED
PMT0001129,CTR000068,2025-05-06,464.75,CHEQUE
PMT0001130,CTR000068,2025-06-02,464.75,PRE_AUTHORIZED
PMT0001131,CTR000068,2025-07-01,464.75,ONLINE_BANKING
PMT0001132,CTR000069,2023-11-02,1517.76,PRE_AUTHORIZED
PMT0001133,CTR000069,2023-11-01,1517.76,PRE_AUTHORIZED
PMT0001134,CTR000069,2023-12-02,1517.76,PRE_AUTHORIZED
PMT0001135,CTR000069,2024-01-02,1517.76,CHEQUE
PMT0001136,CTR000069,2024-02-03,1517.76,PRE_AUTHORIZED
PMT0001137,CTR000069,2024-03-04,1517.76,PRE_AUTHORIZED
PMT0001138,CTR000069,2024-04-03,1517.76,CHEQUE
PMT0001139,CTR000069,2024-05-02,1517.76,ONLINE_BANKING
PMT0001140,CTR000069,2024-06-03,1517.76,ONLINE_BANKING
PMT0001141,CTR000069,2024-07-01,1517.76,CHEQUE
PMT0001142,CTR000069,2024-08-02,1517.76,PRE_AUTHORIZED
PMT0001143,CTR000069,2024-09-06,1517.76,PRE_AUTHORIZED
PMT0001144,CTR000069,2024-10-01,1517.76,ONLINE_BANKING
PMT0001145,CTR000069,2024-11-06,1517.76,CHEQUE
PMT0001146,CTR000069,2024-12-04,1517.76,CHEQUE
PMT0001147,CTR000069,2025-01-05,1517.76,CHEQUE
PMT0001148,CTR000069,2025-02-02,1517.76,PRE_AUTHORIZED
PMT0001149,CTR000069,2025-03-01,1517.76,ONLINE_BANKING
PMT0001150,CTR000069,2025-04-06,1517.76,CHEQUE
PMT0001151,CTR000069,2025-05-01,1517.76,CHEQUE
PMT0001152,CTR000069,2025-06-02,1517.76,PRE_AUTHORIZED
PMT0001153,CTR000069,2025-07-02,1517.76,PRE_AUTHORIZED
PMT0001154,CTR000069,2025-08-01,1517.76,CHEQUE
PMT0001155,CTR000069,2025-09-05,1517.76,ONLINE_BANKING
PMT0001156,CTR000070,2025-09-16,976.64,PRE_AUTHORIZED
PMT0001157,CTR000070,2025-10-02,976.64,PRE_AUTHORIZED
PMT0001158,CTR000070,2025-11-04,976.64,ONLINE_BANKING
PMT0001159,CTR000070,2025-12-03,976.64,CHEQUE
PMT0001160,CTR000070,2026-01-03,976.64,ONLINE_BANKING
PMT0001161,CTR000070,2026-02-04,976.64,ONLINE_BANKING
PMT0001162,CTR000070,2026-03-02,976.64,CHEQUE
PMT0001163,CTR000070,2026-04-02,976.64,CHEQUE
PMT0001164,CTR000070,2026-05-04,976.64,ONLINE_BANKING
PMT0001165,CTR000071,2025-09-11,1605.35,PRE_AUTHORIZED
PMT0001166,CTR000071,2025-10-02,1605.35,ONLINE_BANKING
PMT0001167,CTR000071,2025-11-01,1605.35,PRE_AUTHORIZED
PMT0001168,CTR000071,2025-12-02,1605.35,ONLINE_BANKING
PMT0001169,CTR000071,2026-01-04,1605.35,CHEQUE
PMT0001170,CTR000071,2026-02-06,1605.35,ONLINE_BANKING
PMT0001171,CTR000071,2026-03-05,1605.35,CHEQUE
PMT0001172,CTR000071,2026-04-06,1605.35,PRE_AUTHORIZED
PMT0001173,CTR000071,2026-05-05,1605.35,CHEQUE
PMT0001174,CTR000072,2026-02-12,1981.91,CHEQUE
PMT0001175,CTR000072,2026-03-06,1981.91,CHEQUE
PMT0001176,CTR000072,2026-04-02,1981.91,CHEQUE
PMT0001177,CTR000072,2026-05-03,1981.91,CHEQUE
PMT0001178,CTR000073,2023-07-07,499.64,PRE_AUTHORIZED
PMT0001179,CTR000073,2023-08-03,499.64,ONLINE_BANKING
PMT0001180,CTR000073,2023-09-02,499.64,ONLINE_BANKING
PMT0001181,CTR000073,2023-10-03,499.64,CHEQUE
PMT0001182,CTR000073,2023-11-02,499.64,ONLINE_BANKING
PMT0001183,CTR000073,2023-12-01,499.64,CHEQUE
PMT0001184,CTR000073,2024-01-01,499.64,CHEQUE
PMT0001185,CTR000073,2024-02-06,499.64,CHEQUE
PMT0001186,CTR000073,2024-03-01,499.64,ONLINE_BANKING
PMT0001187,CTR000073,2024-04-03,499.64,ONLINE_BANKING
PMT0001188,CTR000073,2024-05-06,499.64,ONLINE_BANKING
PMT0001189,CTR000073,2024-06-05,499.64,CHEQUE
PMT0001190,CTR000073,2024-07-03,499.64,ONLINE_BANKING
PMT0001191,CTR000073,2024-08-06,499.64,CHEQUE
PMT0001192,CTR000073,2024-09-03,499.64,CHEQUE
PMT0001193,CTR000073,2024-10-06,499.64,ONLINE_BANKING
PMT0001194,CTR000073,2024-11-03,499.64,PRE_AUTHORIZED
PMT0001195,CTR000073,2024-12-05,499.64,ONLINE_BANKING
PMT0001196,CTR000073,2025-01-03,499.64,ONLINE_BANKING
PMT0001197,CTR000073,2025-02-06,499.64,CHEQUE
PMT0001198,CTR000073,2025-03-04,499.64,PRE_AUTHORIZED
PMT0001199,CTR000073,2025-04-03,499.64,PRE_AUTHORIZED
PMT0001200,CTR000073,2025-05-03,499.64,ONLINE_BANKING
PMT0001201,CTR000073,2025-06-01,499.64,CHEQUE
PMT0001202,CTR000074,2023-07-20,346.24,CHEQUE
PMT0001203,CTR000074,2023-08-03,346.24,CHEQUE
PMT0001204,CTR000074,2023-09-03,346.24,ONLINE_BANKING
PMT0001205,CTR000074,2023-10-02,346.24,PRE_AUTHORIZED
PMT0001206,CTR000074,2023-11-03,346.24,PRE_AUTHORIZED
PMT0001207,CTR000074,2023-12-06,346.24,CHEQUE
PMT0001208,CTR000074,2024-01-03,346.24,PRE_AUTHORIZED
PMT0001209,CTR000074,2024-02-03,346.24,PRE_AUTHORIZED
PMT0001210,CTR000074,2024-03-03,346.24,CHEQUE
PMT0001211,CTR000074,2024-04-02,346.24,PRE_AUTHORIZED
PMT0001212,CTR000074,2024-05-02,346.24,ONLINE_BANKING
PMT0001213,CTR000074,2024-06-03,346.24,ONLINE_BANKING
PMT0001214,CTR000074,2024-07-02,346.24,CHEQUE
PMT0001215,CTR000074,2024-08-04,346.24,CHEQUE
PMT0001216,CTR000074,2024-09-06,346.24,ONLINE_BANKING
PMT0001217,CTR000074,2024-10-06,346.24,PRE_AUTHORIZED
PMT0001218,CTR000074,2024-11-06,346.24,CHEQUE
PMT0001219,CTR000074,2024-12-05,346.24,ONLINE_BANKING
PMT0001220,CTR000074,2025-01-02,346.24,PRE_AUTHORIZED
PMT0001221,CTR000074,2025-02-05,346.24,ONLINE_BANKING
PMT0001222,CTR000074,2025-03-05,346.24,ONLINE_BANKING
PMT0001223,CTR000074,2025-04-02,346.24,ONLINE_BANKING
PMT0001224,CTR000074,2025-05-06,346.24,ONLINE_BANKING
PMT0001225,CTR000074,2025-06-02,346.24,ONLINE_BANKING
PMT0001226,CTR000075,2024-08-24,337.48,PRE_AUTHORIZED
PMT0001227,CTR000075,2024-09-02,337.48,CHEQUE
PMT0001228,CTR000075,2024-10-06,337.48,CHEQUE
PMT0001229,CTR000075,2024-11-04,337.48,ONLINE_BANKING
PMT0001230,CTR000075,2024-12-02,337.48,PRE_AUTHORIZED
PMT0001231,CTR000075,2025-01-04,337.48,ONLINE_BANKING
PMT0001232,CTR000075,2025-02-04,337.48,ONLINE_BANKING
PMT0001233,CTR000075,2025-03-04,337.48,PRE_AUTHORIZED
PMT0001234,CTR000075,2025-04-01,337.48,PRE_AUTHORIZED
PMT0001235,CTR000075,2025-05-01,337.48,CHEQUE
PMT0001236,CTR000075,2025-06-06,337.48,CHEQUE
PMT0001237,CTR000075,2025-07-02,337.48,ONLINE_BANKING
PMT0001238,CTR000075,2025-08-01,337.48,PRE_AUTHORIZED
PMT0001239,CTR000075,2025-09-03,337.48,ONLINE_BANKING
PMT0001240,CTR000075,2025-10-06,337.48,PRE_AUTHORIZED
PMT0001241,CTR000075,2025-11-04,337.48,CHEQUE
PMT0001242,CTR000075,2025-12-02,337.48,PRE_AUTHORIZED
PMT0001243,CTR000075,2026-01-03,337.48,ONLINE_BANKING
PMT0001244,CTR000075,2026-02-02,337.48,PRE_AUTHORIZED
PMT0001245,CTR000075,2026-03-05,337.48,ONLINE_BANKING
PMT0001246,CTR000075,2026-04-05,337.48,CHEQUE
PMT0001247,CTR000075,2026-05-02,337.48,ONLINE_BANKING
PMT0001248,CTR000076,2025-01-03,1380.07,ONLINE_BANKING
PMT0001249,CTR000076,2025-02-03,1380.07,CHEQUE
PMT0001250,CTR000076,2025-03-04,1380.07,PRE_AUTHORIZED
PMT0001251,CTR000076,2025-04-01,1380.07,CHEQUE
PMT0001252,CTR000076,2025-05-05,1380.07,CHEQUE
PMT0001253,CTR000076,2025-06-04,1380.07,PRE_AUTHORIZED
PMT0001254,CTR000076,2025-07-06,1380.07,ONLINE_BANKING
PMT0001255,CTR000076,2025-08-03,1380.07,CHEQUE
PMT0001256,CTR000076,2025-09-02,1380.07,PRE_AUTHORIZED
PMT0001257,CTR000076,2025-10-06,1380.07,CHEQUE
PMT0001258,CTR000076,2025-11-04,1380.07,PRE_AUTHORIZED
PMT0001259,CTR000076,2025-12-02,1380.07,CHEQUE
PMT0001260,CTR000076,2026-01-02,1380.07,PRE_AUTHORIZED
PMT0001261,CTR000076,2026-02-04,1380.07,CHEQUE
PMT0001262,CTR000076,2026-03-02,1380.07,ONLINE_BANKING
PMT0001263,CTR000076,2026-04-02,1380.07,ONLINE_BANKING
PMT0001264,CTR000076,2026-05-05,1380.07,ONLINE_BANKING
PMT0001265,CTR000077,2024-03-29,1274.06,ONLINE_BANKING
PMT0001266,CTR000077,2024-04-04,1274.06,CHEQUE
PMT0001267,CTR000077,2024-05-01,1274.06,CHEQUE
PMT0001268,CTR000077,2024-06-02,1274.06,ONLINE_BANKING
PMT0001269,CTR000077,2024-07-04,1274.06,PRE_AUTHORIZED
PMT0001270,CTR000077,2024-08-01,1274.06,ONLINE_BANKING
PMT0001271,CTR000077,2024-09-05,1274.06,PRE_AUTHORIZED
PMT0001272,CTR000077,2024-10-05,1274.06,CHEQUE
PMT0001273,CTR000077,2024-11-02,1274.06,CHEQUE
PMT0001274,CTR000077,2024-12-04,1274.06,CHEQUE
PMT0001275,CTR000077,2025-01-06,1274.06,ONLINE_BANKING
PMT0001276,CTR000077,2025-02-03,1274.06,CHEQUE
PMT0001277,CTR000077,2025-03-04,1274.06,ONLINE_BANKING
PMT0001278,CTR000077,2025-04-04,1274.06,ONLINE_BANKING
PMT0001279,CTR000077,2025-05-02,1274.06,PRE_AUTHORIZED
PMT0001280,CTR000077,2025-06-02,1274.06,PRE_AUTHORIZED
PMT0001281,CTR000077,2025-07-06,1274.06,CHEQUE
PMT0001282,CTR000077,2025-08-05,1274.06,ONLINE_BANKING
PMT0001283,CTR000077,2025-09-02,1274.06,ONLINE_BANKING
PMT0001284,CTR000077,2025-10-06,1274.06,CHEQUE
PMT0001285,CTR000077,2025-11-06,1274.06,CHEQUE
PMT0001286,CTR000077,2025-12-06,1274.06,PRE_AUTHORIZED
PMT0001287,CTR000077,2026-01-03,1274.06,ONLINE_BANKING
PMT0001288,CTR000077,2026-02-05,1274.06,ONLINE_BANKING
PMT0001289,CTR000078,2025-09-15,1204.53,CHEQUE
PMT0001290,CTR000078,2025-10-04,1204.53,PRE_AUTHORIZED
PMT0001291,CTR000078,2025-11-01,1204.53,CHEQUE
PMT0001292,CTR000078,2025-12-06,1204.53,ONLINE_BANKING
PMT0001293,CTR000078,2026-01-02,1204.53,PRE_AUTHORIZED
PMT0001294,CTR000078,2026-02-03,1204.53,PRE_AUTHORIZED
PMT0001295,CTR000078,2026-03-03,1204.53,PRE_AUTHORIZED
PMT0001296,CTR000078,2026-04-03,1204.53,PRE_AUTHORIZED
PMT0001297,CTR000078,2026-05-01,1204.53,PRE_AUTHORIZED
PMT0001298,CTR000080,2024-09-26,453.31,ONLINE_BANKING
PMT0001299,CTR000080,2024-10-03,453.31,ONLINE_BANKING
PMT0001300,CTR000080,2024-11-03,453.31,CHEQUE
PMT0001301,CTR000080,2024-12-06,453.31,CHEQUE
PMT0001302,CTR000080,2025-01-04,453.31,CHEQUE
PMT0001303,CTR000080,2025-02-01,453.31,CHEQUE
PMT0001304,CTR000080,2025-03-06,453.31,ONLINE_BANKING
PMT0001305,CTR000080,2025-04-03,453.31,PRE_AUTHORIZED
PMT0001306,CTR000080,2025-05-06,453.31,PRE_AUTHORIZED
PMT0001307,CTR000080,2025-06-04,453.31,CHEQUE
PMT0001308,CTR000080,2025-07-05,453.31,ONLINE_BANKING
PMT0001309,CTR000080,2025-08-04,453.31,ONLINE_BANKING
PMT0001310,CTR000080,2025-09-01,453.31,ONLINE_BANKING
PMT0001311,CTR000080,2025-10-02,453.31,PRE_AUTHORIZED
PMT0001312,CTR000080,2025-11-04,453.31,PRE_AUTHORIZED
PMT0001313,CTR000080,2025-12-01,453.31,CHEQUE
PMT0001314,CTR000080,2026-01-04,453.31,PRE_AUTHORIZED
PMT0001315,CTR000080,2026-02-06,453.31,PRE_AUTHORIZED
PMT0001316,CTR000080,2026-03-01,453.31,PRE_AUTHORIZED
PMT0001317,CTR000080,2026-04-06,453.31,ONLINE_BANKING
PMT0001318,CTR000080,2026-05-05,453.31,ONLINE_BANKING
PMT0001319,CTR000081,2025-09-17,970.57,PRE_AUTHORIZED
PMT0001320,CTR000081,2025-10-04,970.57,ONLINE_BANKING
PMT0001321,CTR000081,2025-11-05,970.57,PRE_AUTHORIZED
PMT0001322,CTR000081,2025-12-06,970.57,ONLINE_BANKING
PMT0001323,CTR000081,2026-01-01,970.57,ONLINE_BANKING
PMT0001324,CTR000081,2026-02-06,970.57,CHEQUE
PMT0001325,CTR000081,2026-03-05,970.57,CHEQUE
PMT0001326,CTR000081,2026-04-05,970.57,ONLINE_BANKING
PMT0001327,CTR000081,2026-05-06,970.57,PRE_AUTHORIZED
PMT0001328,CTR000082,2023-07-21,967.36,ONLINE_BANKING
PMT0001329,CTR000082,2023-08-05,967.36,CHEQUE
PMT0001330,CTR000082,2023-09-05,967.36,CHEQUE
PMT0001331,CTR000082,2023-10-02,967.36,PRE_AUTHORIZED
PMT0001332,CTR000082,2023-11-02,967.36,PRE_AUTHORIZED
PMT0001333,CTR000082,2023-12-03,967.36,PRE_AUTHORIZED
PMT0001334,CTR000082,2024-01-04,967.36,ONLINE_BANKING
PMT0001335,CTR000082,2024-02-03,967.36,CHEQUE
PMT0001336,CTR000082,2024-03-03,967.36,ONLINE_BANKING
PMT0001337,CTR000082,2024-04-01,967.36,PRE_AUTHORIZED
PMT0001338,CTR000082,2024-05-05,967.36,ONLINE_BANKING
PMT0001339,CTR000082,2024-06-03,967.36,CHEQUE
PMT0001340,CTR000082,2024-07-04,967.36,ONLINE_BANKING
PMT0001341,CTR000082,2024-08-05,967.36,ONLINE_BANKING
PMT0001342,CTR000082,2024-09-03,967.36,PRE_AUTHORIZED
PMT0001343,CTR000082,2024-10-02,967.36,ONLINE_BANKING
PMT0001344,CTR000082,2024-11-04,967.36,CHEQUE
PMT0001345,CTR000082,2024-12-03,967.36,ONLINE_BANKING
PMT0001346,CTR000082,2025-01-02,967.36,ONLINE_BANKING
PMT0001347,CTR000082,2025-02-02,967.36,ONLINE_BANKING
PMT0001348,CTR000082,2025-03-05,967.36,CHEQUE
PMT0001349,CTR000082,2025-04-03,967.36,CHEQUE
PMT0001350,CTR000082,2025-05-02,967.36,ONLINE_BANKING
PMT0001351,CTR000082,2025-06-01,967.36,CHEQUE
PMT0001352,CTR000083,2023-08-03,695.76,CHEQUE
